Timestamp,TimeInCreasingInSecOnly,ScrollY,Direction,Speed (px/s),Page Height
36:07.0,34.112,0,None,0,1292
36:07.0,34.1284,0,None,0,1292
36:07.0,34.1448,0,None,0,1292
36:07.0,34.1612,0,None,0,1292
36:07.0,34.1776,0,None,0,1292
36:07.1,34.194,0,None,0,1292
36:07.1,34.2104,0,None,0,1292
36:07.1,34.2268,0,None,0,1292
36:07.1,34.2432,0,None,0,1292
36:07.1,34.2596,0,None,0,1292
36:07.1,34.276,0,None,0,1292
36:07.1,34.2924,0,None,0,1292
36:07.1,34.3088,0,None,0,1292
36:07.1,34.3252,0,None,0,1292
36:07.1,34.3416,0,None,0,1292
36:07.1,34.358,0,None,0,1292
36:07.1,34.3744,0,None,0,1292
36:07.1,34.3908,0,None,0,1292
36:07.1,34.4072,0,None,0,1292
36:07.1,34.4236,0,None,0,1292
36:07.1,34.44,0,None,0,1292
36:07.1,34.4564,0,None,0,1292
36:07.1,34.4728,0,None,0,1292
36:07.1,34.4892,0,None,0,1292
36:07.1,34.5056,0,None,0,1292
36:07.1,34.522,0,None,0,1292
36:07.1,34.5384,0,None,0,1292
36:07.1,34.5548,0,None,0,1292
36:07.1,34.5712,0,None,0,1292
36:07.1,34.5876,0,None,0,1292
36:07.2,34.604,0,None,0,1292
36:07.2,34.6204,0,None,0,1292
36:07.2,34.6368,0,None,0,1292
36:07.2,34.6532,0,None,0,1292
36:07.2,34.6696,0,None,0,1292
36:07.2,34.686,0,None,0,1292
36:07.2,34.7024,0,None,0,1292
36:07.2,34.7188,0,None,0,1292
36:07.2,34.7352,0,None,0,1292
36:07.2,34.7516,0,None,0,1292
36:07.2,34.768,0,None,0,1292
36:07.2,34.7844,0,None,0,1292
36:07.2,34.8008,0,None,0,1292
36:07.2,34.8172,0,None,0,1292
36:07.2,34.8336,0,None,0,1292
36:07.2,34.85,0,None,0,1292
36:07.2,34.8664,0,None,0,1292
36:07.2,34.8828,0,None,0,1292
36:07.2,34.8992,0,None,0,1292
36:07.2,34.9156,0,None,0,1292
36:07.2,34.932,0,None,0,1292
36:07.2,34.9484,0,None,0,1292
36:07.2,34.9648,0,None,0,1292
36:07.2,34.9812,0,None,0,1292
36:07.2,34.9976,0,None,0,1292
36:07.3,35.014,0,None,0,1292
36:07.3,35.0304,0,None,0,1292
36:07.3,35.0468,0,None,0,1292
36:07.3,35.0632,0,None,0,1292
36:07.3,35.0796,0,None,0,1292
36:07.3,35.096,0,None,0,1292
36:07.3,35.1124,0,None,0,1292
36:07.3,35.1288,0,None,0,1292
36:07.3,35.1452,0,None,0,1292
36:07.3,35.1616,0,None,0,1292
36:07.3,35.178,0,None,0,1292
36:07.3,35.1944,0,None,0,1292
36:07.3,35.2108,0,None,0,1292
36:07.3,35.2272,0,None,0,1292
36:07.3,35.2436,0,None,0,1292
36:07.3,35.26,0,None,0,1292
36:07.3,35.2764,0,None,0,1292
36:07.3,35.2928,0,None,0,1292
36:07.3,35.3092,0,None,0,1292
36:07.3,35.3256,0,None,0,1292
36:07.3,35.342,0,None,0,1292
36:07.3,35.3584,0,None,0,1292
36:07.3,35.3748,0,None,0,1292
36:07.3,35.3912,0,None,0,1292
36:07.3,35.4076,0,None,0,1292
36:07.4,35.424,0,None,0,1292
36:07.4,35.4404,0,None,0,1292
36:07.4,35.4568,0,None,0,1292
36:07.4,35.4732,0,None,0,1292
36:07.4,35.4896,0,None,0,1292
36:07.4,35.506,0,None,0,1292
36:07.4,35.5224,0,None,0,1292
36:07.4,35.5388,0,None,0,1292
36:07.4,35.5552,0,None,0,1292
36:07.4,35.5716,0,None,0,1292
36:07.4,35.588,0,None,0,1292
36:07.4,35.6044,0,None,0,1292
36:07.4,35.6208,0,None,0,1292
36:07.4,35.6372,0,None,0,1292
36:07.4,35.6536,0,None,0,1292
36:07.4,35.67,0,None,0,1292
36:07.4,35.6864,0,None,0,1292
36:07.4,35.7028,0,None,0,1292
36:07.4,35.7192,0,None,0,1292
36:07.4,35.7356,0,None,0,1292
36:07.4,35.752,0,None,0,1292
36:07.4,35.7684,0,None,0,1292
36:07.4,35.7848,0,None,0,1292
36:07.4,35.8012,0,None,0,1292
36:07.4,35.8176,0,None,0,1292
36:07.5,35.834,0,None,0,1292
36:07.5,35.8504,0,None,0,1292
36:07.5,35.8668,0,None,0,1292
36:07.5,35.8832,0,None,0,1292
36:07.5,35.8996,0,None,0,1292
36:07.5,35.916,0,None,0,1292
36:07.5,35.9324,0,None,0,1292
36:07.5,35.9488,0,None,0,1292
36:07.5,35.9652,0,None,0,1292
36:07.5,35.9816,0,None,0,1292
36:07.5,35.998,0,None,0,1292
36:07.5,36.0144,0,None,0,1292
36:07.5,36.0308,0,None,0,1292
36:07.5,36.0472,0,None,0,1292
36:07.5,36.0636,0,None,0,1292
36:07.5,36.08,0,None,0,1292
36:07.5,36.0964,0,None,0,1292
36:07.5,36.1128,0,None,0,1292
36:07.5,36.1292,0,None,0,1292
36:07.5,36.1456,0,None,0,1292
36:07.5,36.162,0,None,0,1292
36:07.5,36.1784,0,None,0,1292
36:07.5,36.1948,0,None,0,1292
36:07.5,36.2112,0,None,0,1292
36:07.5,36.2276,0,None,0,1292
36:07.6,36.244,0,None,0,1292
36:07.6,36.2604,0,None,0,1292
36:07.6,36.2768,0,None,0,1292
36:07.6,36.2932,0,None,0,1292
36:07.6,36.3096,0,None,0,1292
36:07.6,36.326,0,None,0,1292
36:07.6,36.3424,0,None,0,1292
36:07.6,36.3588,0,None,0,1292
36:07.6,36.3752,0,None,0,1292
36:07.6,36.3916,0,None,0,1292
36:07.6,36.408,0,None,0,1292
36:07.6,36.4244,0,None,0,1292
36:07.6,36.4408,0,None,0,1292
36:07.6,36.4572,0,None,0,1292
36:07.6,36.4736,0,None,0,1292
36:07.6,36.49,0,None,0,1292
36:07.6,36.5064,0,None,0,1292
36:07.6,36.5228,0,None,0,1292
36:07.6,36.5392,0,None,0,1292
36:07.6,36.5556,0,None,0,1292
36:07.6,36.572,0,None,0,1292
36:07.6,36.5884,0,None,0,1292
36:07.6,36.6048,0,None,0,1292
36:07.6,36.6212,0,None,0,1292
36:07.6,36.6376,0,None,0,1292
36:07.7,36.654,0,None,0,1292
36:07.7,36.6704,0,None,0,1292
36:07.7,36.6868,0,None,0,1292
36:07.7,36.7032,0,None,0,1292
36:07.7,36.7196,0,None,0,1292
36:07.7,36.736,0,None,0,1292
36:07.7,36.7524,0,None,0,1292
36:07.7,36.7688,0,None,0,1292
36:07.7,36.7852,0,None,0,1292
36:07.7,36.8016,0,None,0,1292
36:07.7,36.818,0,None,0,1292
36:07.7,36.8344,0,None,0,1292
36:07.7,36.8508,0,None,0,1292
36:07.7,36.8672,0,None,0,1292
36:07.7,36.8836,0,None,0,1292
36:07.7,36.9,0,None,0,1292
36:07.7,36.9164,0,None,0,1292
36:07.7,36.9328,0,None,0,1292
36:07.7,36.9492,0,None,0,1292
36:07.7,36.9656,0,None,0,1292
36:07.7,36.982,0,None,0,1292
36:07.7,36.9984,0,None,0,1292
36:07.7,37.0148,0,None,0,1292
36:07.7,37.0312,0,None,0,1292
36:07.7,37.0476,0,None,0,1292
36:07.8,37.064,0,None,0,1292
36:07.8,37.0804,0,None,0,1292
36:07.8,37.0968,0,None,0,1292
36:07.8,37.1132,0,None,0,1292
36:07.8,37.1296,0,None,0,1292
36:07.8,37.146,0,None,0,1292
36:07.8,37.1624,0,None,0,1292
36:07.8,37.1788,0,None,0,1292
36:07.8,37.1952,0,None,0,1292
36:07.8,37.2116,0,None,0,1292
36:07.8,37.228,0,None,0,1292
36:07.8,37.2444,0,None,0,1292
36:07.8,37.2608,0,None,0,1292
36:07.8,37.2772,0,None,0,1292
36:07.8,37.2936,0,None,0,1292
36:07.8,37.31,0,None,0,1292
36:07.8,37.3264,0,None,0,1292
36:07.8,37.3428,0,None,0,1292
36:07.8,37.3592,0,None,0,1292
36:07.8,37.3756,0,None,0,1292
36:07.8,37.392,0,None,0,1292
36:07.8,37.4084,0,None,0,1292
36:07.8,37.4248,0,None,0,1292
36:07.8,37.4412,0,None,0,1292
36:07.8,37.4576,0,None,0,1292
36:07.9,37.474,0,None,0,1292
36:07.9,37.4904,0,None,0,1292
36:07.9,37.5068,0,None,0,1292
36:07.9,37.5232,0,None,0,1292
36:07.9,37.5396,0,None,0,1292
36:07.9,37.556,0,None,0,1292
36:07.9,37.5724,0,None,0,1292
36:07.9,37.5888,0,None,0,1292
36:07.9,37.6052,0,None,0,1292
36:07.9,37.6216,0,None,0,1292
36:07.9,37.638,0,None,0,1292
36:07.9,37.6544,0,None,0,1292
36:07.9,37.6708,0,None,0,1292
36:07.9,37.6872,0,None,0,1292
36:07.9,37.7036,0,None,0,1292
36:07.9,37.72,0,None,0,1292
36:07.9,37.7364,0,None,0,1292
36:07.9,37.7528,0,None,0,1292
36:07.9,37.7692,0,None,0,1292
36:07.9,37.7856,0,None,0,1292
36:07.9,37.802,0,None,0,1292
36:07.9,37.8184,0,None,0,1292
36:07.9,37.8348,0,None,0,1292
36:07.9,37.8512,0,None,0,1292
36:07.9,37.8676,0,None,0,1292
36:08.0,37.884,0,None,0,1292
36:08.0,37.9004,0,None,0,1292
36:08.0,37.9168,0,None,0,1292
36:08.0,37.9332,0,None,0,1292
36:08.0,37.9496,0,None,0,1292
36:08.0,37.966,0,None,0,1292
36:08.0,37.9824,0,None,0,1292
36:08.0,37.9988,0,None,0,1292
36:08.0,38.0152,0,None,0,1292
36:08.0,38.0316,0,None,0,1292
36:08.0,38.048,0,None,0,1292
36:08.0,38.0644,0,None,0,1292
36:08.0,38.0808,0,None,0,1292
36:08.0,38.0972,0,None,0,1292
36:08.0,38.1136,0,None,0,1292
36:08.0,38.13,0,None,0,1292
36:08.0,38.1464,0,None,0,1292
36:08.0,38.1628,0,None,0,1292
36:08.0,38.1792,0,None,0,1292
36:08.0,38.1956,0,None,0,1292
36:08.0,38.212,0,None,0,1292
36:08.0,38.2284,0,None,0,1292
36:08.0,38.2448,0,None,0,1292
36:08.0,38.2612,0,None,0,1292
36:08.0,38.2776,0,None,0,1292
36:08.1,38.294,0,None,0,1292
36:08.1,38.3104,0,None,0,1292
36:08.1,38.3268,0,None,0,1292
36:08.1,38.3432,0,None,0,1292
36:08.1,38.3596,0,None,0,1292
36:08.1,38.376,0,None,0,1292
36:08.1,38.3924,0,None,0,1292
36:08.1,38.4088,0,None,0,1292
36:08.1,38.4252,0,None,0,1292
36:08.1,38.4416,0,None,0,1292
36:08.1,38.458,0,None,0,1292
36:08.1,38.4744,0,None,0,1292
36:08.1,38.4908,0,None,0,1292
36:08.1,38.5072,0,None,0,1292
36:08.1,38.5236,0,None,0,1292
36:08.1,38.54,0,None,0,1292
36:08.1,38.5564,0,None,0,1292
36:08.1,38.5728,0,None,0,1292
36:08.1,38.5892,0,None,0,1292
36:08.1,38.6056,0,None,0,1292
36:08.1,38.622,0,None,0,1292
36:08.1,38.6384,0,None,0,1292
36:08.1,38.6548,0,None,0,1292
36:08.1,38.6712,0,None,0,1292
36:08.1,38.6876,0,None,0,1292
36:08.2,38.704,0,None,0,1292
36:08.2,38.7204,0,None,0,1292
36:08.2,38.7368,0,None,0,1292
36:08.2,38.7532,0,None,0,1292
36:08.2,38.7696,0,None,0,1292
36:08.2,38.786,0,None,0,1292
36:08.2,38.8024,0,None,0,1292
36:08.2,38.8188,0,None,0,1292
36:08.2,38.8352,0,None,0,1292
36:08.2,38.8516,0,None,0,1292
36:08.2,38.868,0,None,0,1292
36:08.2,38.8844,0,None,0,1292
36:08.2,38.9008,0,None,0,1292
36:08.2,38.9172,0,None,0,1292
36:08.2,38.9336,0,None,0,1292
36:08.2,38.95,0,None,0,1292
36:08.2,38.9664,0,None,0,1292
36:08.2,38.9828,0,None,0,1292
36:08.2,38.9992,0,None,0,1292
36:08.2,39.0156,0,None,0,1292
36:08.2,39.032,0,None,0,1292
36:08.2,39.0484,0,None,0,1292
36:08.2,39.0648,0,None,0,1292
36:08.2,39.0812,0,None,0,1292
36:08.2,39.0976,0,None,0,1292
36:08.3,39.114,0,None,0,1292
36:08.3,39.1304,0,None,0,1292
36:08.3,39.1468,0,None,0,1292
36:08.3,39.1632,0,None,0,1292
36:08.3,39.1796,0,None,0,1292
36:08.3,39.196,0,None,0,1292
36:08.3,39.2124,0,None,0,1292
36:08.3,39.2288,0,None,0,1292
36:08.3,39.2452,0,None,0,1292
36:08.3,39.2616,0,None,0,1292
36:08.3,39.278,0,None,0,1292
36:08.3,39.2944,0,None,0,1292
36:08.3,39.3108,0,None,0,1292
36:08.3,39.3272,0,None,0,1292
36:08.3,39.3436,0,None,0,1292
36:08.3,39.36,0,None,0,1292
36:08.3,39.3764,0,None,0,1292
36:08.3,39.3928,0,None,0,1292
36:08.3,39.4092,0,None,0,1292
36:08.3,39.4256,0,None,0,1292
36:08.3,39.442,0,None,0,1292
36:08.3,39.4584,0,None,0,1292
36:08.3,39.4748,0,None,0,1292
36:08.3,39.4912,0,None,0,1292
36:08.3,39.5076,0,None,0,1292
36:08.4,39.524,0,None,0,1292
36:08.4,39.5404,0,None,0,1292
36:08.4,39.5568,0,None,0,1292
36:08.4,39.5732,0,None,0,1292
36:08.4,39.5896,0,None,0,1292
36:08.4,39.606,0,None,0,1292
36:08.4,39.6224,0,None,0,1292
36:08.4,39.6388,0,None,0,1292
36:08.4,39.6552,0,None,0,1292
36:08.4,39.6716,0,None,0,1292
36:08.4,39.688,0,None,0,1292
36:08.4,39.7044,0,None,0,1292
36:08.4,39.7208,0,None,0,1292
36:08.4,39.7372,0,None,0,1292
36:08.4,39.7536,0,None,0,1292
36:08.4,39.77,0,None,0,1292
36:08.4,39.7864,0,None,0,1292
36:08.4,39.8028,0,None,0,1292
36:08.4,39.8192,0,None,0,1292
36:08.4,39.8356,0,None,0,1292
36:08.4,39.852,0,None,0,1292
36:08.4,39.8684,0,None,0,1292
36:08.4,39.8848,0,None,0,1292
36:08.4,39.9012,0,None,0,1292
36:08.4,39.9176,0,None,0,1292
36:08.5,39.934,0,None,0,1292
36:08.5,39.9504,0,None,0,1292
36:08.5,39.9668,0,None,0,1292
36:08.5,39.9832,0,None,0,1292
36:08.5,39.9996,0,None,0,1292
36:08.5,40.016,0,None,0,1292
36:08.5,40.0324,0,None,0,1292
36:08.5,40.0488,0,None,0,1292
36:08.5,40.0652,0,None,0,1292
36:08.5,40.0816,0,None,0,1292
36:08.5,40.098,0,None,0,1292
36:08.5,40.1144,0,None,0,1292
36:08.5,40.1308,0,None,0,1292
36:08.5,40.1472,0,None,0,1292
36:08.5,40.1636,0,None,0,1292
36:08.5,40.18,0,None,0,1292
36:08.5,40.1964,0,None,0,1292
36:08.5,40.2128,0,None,0,1292
36:08.5,40.2292,0,None,0,1292
36:08.5,40.2456,0,None,0,1292
36:08.5,40.262,0,None,0,1292
36:08.5,40.2784,0,None,0,1292
36:08.5,40.2948,0,None,0,1292
36:08.5,40.3112,0,None,0,1292
36:08.5,40.3276,0,None,0,1292
36:08.6,40.344,0,None,0,1292
36:08.6,40.3604,0,None,0,1292
36:08.6,40.3768,0,None,0,1292
36:08.6,40.3932,0,None,0,1292
36:08.6,40.4096,0,None,0,1292
36:08.6,40.426,0,None,0,1292
36:08.6,40.4424,0,None,0,1292
36:08.6,40.4588,0,None,0,1292
36:08.6,40.4752,0,None,0,1292
36:08.6,40.4916,0,None,0,1292
36:08.6,40.508,0,None,0,1292
36:08.6,40.5244,0,None,0,1292
36:08.6,40.5408,0,None,0,1292
36:08.6,40.5572,0,None,0,1292
36:08.6,40.5736,0,None,0,1292
36:08.6,40.59,0,None,0,1292
36:08.6,40.6064,0,None,0,1292
36:08.6,40.6228,0,None,0,1292
36:08.6,40.6392,0,None,0,1292
36:08.6,40.6556,0,None,0,1292
36:08.6,40.672,0,None,0,1292
36:08.6,40.6884,0,None,0,1292
36:08.6,40.7048,0,None,0,1292
36:08.6,40.7212,0,None,0,1292
36:08.6,40.7376,0,None,0,1292
36:08.7,40.754,0,None,0,1292
36:08.7,40.7704,0,None,0,1292
36:08.7,40.7868,0,None,0,1292
36:08.7,40.8032,0,None,0,1292
36:08.7,40.8196,0,None,0,1292
36:08.7,40.836,0,None,0,1292
36:08.7,40.8524,0,None,0,1292
36:08.7,40.8688,0,None,0,1292
36:08.7,40.8852,0,None,0,1292
36:08.7,40.9016,0,None,0,1292
36:08.7,40.918,0,None,0,1292
36:08.7,40.9344,0,None,0,1292
36:08.7,40.9508,0,None,0,1292
36:08.7,40.9672,0,None,0,1292
36:08.7,40.9836,0,None,0,1292
36:08.7,41,0,None,0,1292
36:08.7,41.0164,0,None,0,1292
36:08.7,41.0328,0,None,0,1292
36:08.7,41.0492,0,None,0,1292
36:08.7,41.0656,0,None,0,1292
36:08.7,41.082,0,None,0,1292
36:08.7,41.0984,0,None,0,1292
36:08.7,41.1148,0,None,0,1292
36:08.7,41.1312,0,None,0,1292
36:08.7,41.1476,0,None,0,1292
36:08.8,41.164,0,None,0,1292
36:08.8,41.1804,0,None,0,1292
36:08.8,41.1968,0,None,0,1292
36:08.8,41.2132,0,None,0,1292
36:08.8,41.2296,0,None,0,1292
36:08.8,41.246,0,None,0,1292
36:08.8,41.2624,0,None,0,1292
36:08.8,41.2788,0,None,0,1292
36:08.8,41.2952,0,None,0,1292
36:08.8,41.3116,0,None,0,1292
36:08.8,41.328,0,None,0,1292
36:08.8,41.3444,0,None,0,1292
36:08.8,41.3608,0,None,0,1292
36:08.8,41.3772,0,None,0,1292
36:08.8,41.3936,0,None,0,1292
36:08.8,41.41,0,None,0,1292
36:08.8,41.4264,0,None,0,1292
36:08.8,41.4428,0,None,0,1292
36:08.8,41.4592,0,None,0,1292
36:08.8,41.4756,0,None,0,1292
36:08.8,41.492,0,None,0,1292
36:08.8,41.5084,0,None,0,1292
36:08.8,41.5248,0,None,0,1292
36:08.8,41.5412,0,None,0,1292
36:08.8,41.5576,0,None,0,1292
36:08.9,41.574,0,None,0,1292
36:08.9,41.5904,0,None,0,1292
36:08.9,41.6068,0,None,0,1292
36:08.9,41.6232,0,None,0,1292
36:08.9,41.6396,0,None,0,1292
36:08.9,41.656,0,None,0,1292
36:08.9,41.6724,0,None,0,1292
36:08.9,41.6888,0,None,0,1292
36:08.9,41.7052,0,None,0,1292
36:08.9,41.7216,0,None,0,1292
36:08.9,41.738,0,None,0,1292
36:08.9,41.7544,0,None,0,1292
36:08.9,41.7708,0,None,0,1292
36:08.9,41.7872,0,None,0,1292
36:08.9,41.8036,0,None,0,1292
36:08.9,41.82,0,None,0,1292
36:08.9,41.8364,0,None,0,1292
36:08.9,41.8528,0,None,0,1292
36:08.9,41.8692,0,None,0,1292
36:08.9,41.8856,0,None,0,1292
36:08.9,41.902,0,None,0,1292
36:08.9,41.9184,0,None,0,1292
36:08.9,41.9348,0,None,0,1292
36:08.9,41.9512,0,None,0,1292
36:08.9,41.9676,0,None,0,1292
36:09.0,41.984,0,None,0,1292
36:09.0,42.0004,0,None,0,1292
36:09.0,42.0168,0,None,0,1292
36:09.0,42.0332,0,None,0,1292
36:09.0,42.0496,0,None,0,1292
36:09.0,42.066,0,None,0,1292
36:09.0,42.0824,0,None,0,1292
36:09.0,42.0988,0,None,0,1292
36:09.0,42.1152,0,None,0,1292
36:09.0,42.1316,0,None,0,1292
36:09.0,42.148,0,None,0,1292
36:09.0,42.1644,0,None,0,1292
36:09.0,42.1808,0,None,0,1292
36:09.0,42.1972,0,None,0,1292
36:09.0,42.2136,0,None,0,1292
36:09.0,42.23,0,None,0,1292
36:09.0,42.2464,0,None,0,1292
36:09.0,42.2628,0,None,0,1292
36:09.0,42.2792,0,None,0,1292
36:09.0,42.2956,0,None,0,1292
36:09.0,42.312,0,None,0,1292
36:09.0,42.3284,0,None,0,1292
36:09.0,42.3448,0,None,0,1292
36:09.0,42.3612,0,None,0,1292
36:09.0,42.3776,0,None,0,1292
36:09.1,42.394,0,None,0,1292
36:09.1,42.4104,0,None,0,1292
36:09.1,42.4268,0,None,0,1292
36:09.1,42.4432,0,None,0,1292
36:09.1,42.4596,0,None,0,1292
36:09.1,42.476,0,None,0,1292
36:09.1,42.4924,0,None,0,1292
36:09.1,42.5088,0,None,0,1292
36:09.1,42.5252,0,None,0,1292
36:09.1,42.5416,0,None,0,1292
36:09.1,42.558,0,None,0,1292
36:09.1,42.5744,0,None,0,1292
36:09.1,42.5908,0,None,0,1292
36:09.1,42.6072,0,None,0,1292
36:09.1,42.6236,0,None,0,1292
36:09.1,42.64,0,None,0,1292
36:09.1,42.6564,0,None,0,1292
36:09.1,42.6728,0,None,0,1292
36:09.1,42.6892,0,None,0,1292
36:09.1,42.7056,0,None,0,1292
36:09.1,42.722,0,None,0,1292
36:09.1,42.7384,0,None,0,1292
36:09.1,42.7548,0,None,0,1292
36:09.1,42.7712,0,None,0,1292
36:09.1,42.7876,0,None,0,1292
36:09.2,42.804,0,None,0,1292
36:09.2,42.8204,0,None,0,1292
36:09.2,42.8368,0,None,0,1292
36:09.2,42.8532,0,None,0,1292
36:09.2,42.8696,0,None,0,1292
36:09.2,42.886,0,None,0,1292
36:09.2,42.9024,0,None,0,1292
36:09.2,42.9188,0,None,0,1292
36:09.2,42.9352,0,None,0,1292
36:09.2,42.9516,0,None,0,1292
36:09.2,42.968,0,None,0,1292
36:09.2,42.9844,0,None,0,1292
36:09.2,43.0008,0,None,0,1292
36:09.2,43.0172,0,None,0,1292
36:09.2,43.0336,0,None,0,1292
36:09.2,43.05,0,None,0,1292
36:09.2,43.0664,0,None,0,1292
36:09.2,43.0828,0,None,0,1292
36:09.2,43.0992,0,None,0,1292
36:09.2,43.1156,0,None,0,1292
36:09.2,43.132,0,None,0,1292
36:09.2,43.1484,0,None,0,1292
36:09.2,43.1648,0,None,0,1292
36:09.2,43.1812,0,None,0,1292
36:09.2,43.1976,0,None,0,1292
36:09.3,43.214,0,None,0,1292
36:09.3,43.2304,0,None,0,1292
36:09.3,43.2468,0,None,0,1292
36:09.3,43.2632,0,None,0,1292
36:09.3,43.2796,0,None,0,1292
36:09.3,43.296,0,None,0,1292
36:09.3,43.3124,0,None,0,1292
36:09.3,43.3288,0,None,0,1292
36:09.3,43.3452,0,None,0,1292
36:09.3,43.3616,0,None,0,1292
36:09.3,43.378,0,None,0,1292
36:09.3,43.3944,0,None,0,1292
36:09.3,43.4108,0,None,0,1292
36:09.3,43.4272,0,None,0,1292
36:09.3,43.4436,0,None,0,1292
36:09.3,43.46,0,None,0,1292
36:09.3,43.4764,0,None,0,1292
36:09.3,43.4928,0,None,0,1292
36:09.3,43.5092,0,None,0,1292
36:09.3,43.5256,0,None,0,1292
36:09.3,43.542,0,None,0,1292
36:09.3,43.5584,0,None,0,1292
36:09.3,43.5748,0,None,0,1292
36:09.3,43.5912,0,None,0,1292
36:09.3,43.6076,0,None,0,1292
36:09.4,43.624,0,None,0,1292
36:09.4,43.6404,0,None,0,1292
36:09.4,43.6568,0,None,0,1292
36:09.4,43.6732,0,None,0,1292
36:09.4,43.6896,0,None,0,1292
36:09.4,43.706,0,None,0,1292
36:09.4,43.7224,0,None,0,1292
36:09.4,43.7388,0,None,0,1292
36:09.4,43.7552,0,None,0,1292
36:09.4,43.7716,0,None,0,1292
36:09.4,43.788,0,None,0,1292
36:09.4,43.8044,0,None,0,1292
36:09.4,43.8208,0,None,0,1292
36:09.4,43.8372,0,None,0,1292
36:09.4,43.8536,0,None,0,1292
36:09.4,43.87,0,None,0,1292
36:09.4,43.8864,0,None,0,1292
36:09.4,43.9028,0,None,0,1292
36:09.4,43.9192,0,None,0,1292
36:09.4,43.9356,0,None,0,1292
36:09.4,43.952,0,None,0,1292
36:09.4,43.9684,0,None,0,1292
36:09.4,43.9848,0,None,0,1292
36:09.4,44.0012,0,None,0,1292
36:09.4,44.0176,0,None,0,1292
36:09.5,44.034,0,None,0,1292
36:09.5,44.0504,0,None,0,1292
36:09.5,44.0668,0,None,0,1292
36:09.5,44.0832,0,None,0,1292
36:09.5,44.0996,0,None,0,1292
36:09.5,44.116,0,None,0,1292
36:09.5,44.1324,0,None,0,1292
36:09.5,44.1488,0,None,0,1292
36:09.5,44.1652,0,None,0,1292
36:09.5,44.1816,0,None,0,1292
36:09.5,44.198,0,None,0,1292
36:09.5,44.2144,0,None,0,1292
36:09.5,44.2308,0,None,0,1292
36:09.5,44.2472,0,None,0,1292
36:09.5,44.2636,0,None,0,1292
36:09.5,44.28,0,None,0,1292
36:09.5,44.2964,0,None,0,1292
36:09.5,44.3128,0,None,0,1292
36:09.5,44.3292,0,None,0,1292
36:09.5,44.3456,0,None,0,1292
36:09.5,44.362,0,None,0,1292
36:09.5,44.3784,0,None,0,1292
36:09.5,44.3948,0,None,0,1292
36:09.5,44.4112,0,None,0,1292
36:09.5,44.4276,0,None,0,1292
36:09.6,44.444,0,None,0,1292
36:09.6,44.4604,0,None,0,1292
36:09.6,44.4768,0,None,0,1292
36:09.6,44.4932,0,None,0,1292
36:09.6,44.5096,0,None,0,1292
36:09.6,44.526,0,None,0,1292
36:09.6,44.5424,0,None,0,1292
36:09.6,44.5588,0,None,0,1292
36:09.6,44.5752,0,None,0,1292
36:09.6,44.5916,0,None,0,1292
36:09.6,44.608,0,None,0,1292
36:09.6,44.6244,0,None,0,1292
36:09.6,44.6408,0,None,0,1292
36:09.6,44.6572,0,None,0,1292
36:09.6,44.6736,0,None,0,1292
36:09.6,44.69,0,None,0,1292
36:09.6,44.7064,0,None,0,1292
36:09.6,44.7228,0,None,0,1292
36:09.6,44.7392,0,None,0,1292
36:09.6,44.7556,0,None,0,1292
36:09.6,44.772,0,None,0,1292
36:09.6,44.7884,0,None,0,1292
36:09.6,44.8048,0,None,0,1292
36:09.6,44.8212,0,None,0,1292
36:09.6,44.8376,0,None,0,1292
36:09.7,44.854,0,None,0,1292
36:09.7,44.8704,0,None,0,1292
36:09.7,44.8868,0,None,0,1292
36:09.7,44.9032,0,None,0,1292
36:09.7,44.9196,0,None,0,1292
36:09.7,44.936,0,None,0,1292
36:09.7,44.9524,0,None,0,1292
36:09.7,44.9688,0,None,0,1292
36:09.7,44.9852,0,None,0,1292
36:09.7,45.0016,0,None,0,1292
36:09.7,45.018,0,None,0,1292
36:09.7,45.0344,0,None,0,1292
36:09.7,45.0508,0,None,0,1292
36:09.7,45.0672,0,None,0,1292
36:09.7,45.0836,0,None,0,1292
36:09.7,45.1,0,None,0,1292
36:09.7,45.1164,0,None,0,1292
36:09.7,45.1328,0,None,0,1292
36:09.7,45.1492,0,None,0,1292
36:09.7,45.1656,0,None,0,1292
36:09.7,45.182,0,None,0,1292
36:09.7,45.1984,0,None,0,1292
36:09.7,45.2148,0,None,0,1292
36:09.7,45.2312,0,None,0,1292
36:09.7,45.2476,0,None,0,1292
36:09.8,45.264,0,None,0,1292
36:09.8,45.2804,0,None,0,1292
36:09.8,45.2968,0,None,0,1292
36:09.8,45.3132,0,None,0,1292
36:09.8,45.3296,0,None,0,1292
36:09.8,45.346,0,None,0,1292
36:09.8,45.3624,0,None,0,1292
36:09.8,45.3788,0,None,0,1292
36:09.8,45.3952,0,None,0,1292
36:09.8,45.4116,0,None,0,1292
36:09.8,45.428,0,None,0,1292
36:09.8,45.4444,0,None,0,1292
36:09.8,45.4608,0,None,0,1292
36:09.8,45.4772,0,None,0,1292
36:09.8,45.4936,0,None,0,1292
36:09.8,45.51,0,None,0,1292
36:09.8,45.5264,0,None,0,1292
36:09.8,45.5428,0,None,0,1292
36:09.8,45.5592,0,None,0,1292
36:09.8,45.5756,0,None,0,1292
36:09.8,45.592,0,None,0,1292
36:09.8,45.6084,0,None,0,1292
36:09.8,45.6248,0,None,0,1292
36:09.8,45.6412,0,None,0,1292
